Test Case Name,Build ID,Flaky Frequency,Traceback Coverage,Test Smells,Previous State,Test Size,Flaky or Not
test_serialize_parser_roundtrip_disk,464603539,0.38,0,0,1,9,1
test_serialize_tensorizer_roundtrip_disk,464603539,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,464603539,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_provided_id,464603539,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,464603539,0.38,0,0,1,2,1
test_pickle_vocab,689779338,0.22,0,0,1,5,0
test_matcher_schema_token_attributes,689779338,0.38,0,1,1,6,1
test_issue5152,689779338,0.07,0,0,1,13,0
test_vectors_serialize,689779338,0.07,0,0,1,25,0
test_issue5458,689779338,0.14,0,0,1,12,0
test_issue3288,689779338,0.38,0,0,1,8,1
test_tokenizer_handles_single_word,689779338,0.38,0,0,1,2,1
test_matcher_from_usage_docs,689779338,0.38,0,0,1,18,1
test_retokenize_skip_duplicates,689779338,0.38,0,0,1,8,1
test_doc_retokenizer_merge_lex_attrs,689779338,0.38,0,0,1,23,1
test_doc_retokenize_merge_extension_attrs,689779338,0.38,0,0,1,19,1
test_doc_retokenize_spans_entity_merge_iob,689779338,0.38,0,2,1,82,1
test_vocab_lexeme_add_flag_auto_id,689779338,0.38,0,0,1,7,1
test_issue5838,712993434,0.2,1,0,0,8,0
test_tokenizer_handles_single_word,712993434,0.38,0,0,0,2,1
test_matcher_schema_token_attributes,712993434,0.38,0,1,0,6,1
test_matcher_from_usage_docs,712993434,0.38,0,0,0,18,1
test_vocab_lexeme_add_flag_auto_id,712993434,0.38,0,0,0,7,1
test_issue3288,712993434,0.38,0,0,0,8,1
test_doc_retokenize_spans_entity_merge_iob,712993434,0.38,0,2,0,82,1
test_retokenize_skip_duplicates,712993434,0.38,0,0,0,8,1
test_doc_retokenize_merge_extension_attrs,712993434,0.38,0,0,0,19,1
test_doc_retokenizer_merge_lex_attrs,712993434,0.38,0,0,0,23,1
test_underscore_raises_for_dup,502856142,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,502856142,0.38,0,0,1,7,1
test_vocab_lexeme_add_flag_provided_id,502856142,0.38,0,0,1,6,1
test_serialize_custom_tokenizer,502856142,0.38,0,0,1,5,1
test_issue3009,502856142,0.4,0,0,1,4,0
test_tokenizer_handles_single_word,502856142,0.38,0,0,1,2,1
test_serialize_tensorizer_roundtrip_bytes,502856142,0.38,0,0,1,5,1
test_doc_add_entities_set_ents_iob,502856142,0.38,0,0,1,10,1
test_serialize_parser_roundtrip_bytes,502856142,0.38,0,0,1,6,0
test_serialize_tensorizer_roundtrip_disk,502856142,0.38,0,0,1,7,0
test_serialize_tagger_roundtrip_disk,502856142,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_disk,502856142,0.38,0,0,1,9,1
test_to_from_bytes,502856142,0.38,0,0,1,7,1
test_displacy_spans,502856142,0.38,0,0,1,5,1
test_vocab_lexeme_add_flag_auto_id,713021572,0.38,0,0,1,7,1
test_issue5838,713021572,0.16,0,0,1,8,0
test_matcher_schema_token_attributes,713021572,0.38,0,1,1,6,1
test_tokenizer_handles_single_word,713021572,0.38,0,0,1,2,1
test_doc_retokenize_spans_entity_merge_iob,713021572,0.38,0,2,1,82,1
test_doc_retokenize_merge_extension_attrs,713021572,0.38,0,0,1,19,1
test_doc_retokenizer_merge_lex_attrs,713021572,0.38,0,0,1,23,1
test_retokenize_skip_duplicates,713021572,0.38,0,0,1,8,1
test_issue3288,713021572,0.38,0,0,1,8,1
test_matcher_from_usage_docs,713021572,0.38,0,0,1,18,1
test_issue1387,503042442,0.33,1,0,1,10,0
test_vocab_lexeme_lt,503042442,0.33,0,0,1,7,0
test_issue2569,503042442,0.4,0,0,1,10,0
test_issue2871,503042442,0.33,0,0,1,16,0
test_tokenizer_handles_single_word,503042442,0.38,0,0,1,2,1
test_issue3012,503042442,0.33,0,0,1,18,0
test_doc_api_set_ents,503042442,0.33,0,0,1,9,0
test_span_ents_property,503042442,0.33,0,0,1,26,0
test_spans_by_character,503042442,0.33,0,0,1,5,0
test_parser_pseudoprojectivity,503042442,0.33,0,0,1,63,0
test_doc_retokenize_retokenizer_attrs,503042442,0.33,0,0,1,9,0
test_doc_retokenize_spans_merge_tokens,503042442,0.33,0,0,1,14,0
test_doc_retokenize_spans_entity_merge,503042442,0.33,0,0,1,18,0
test_da_tokenizer_handles_posessives_and_contractions,503042442,0.33,0,0,1,29,0
test_doc_add_entities_set_ents_iob,503042442,0.38,0,0,1,10,1
test_issue118,503042442,0.4,0,0,1,17,0
test_issue118_prefix_reorder,503042442,0.4,0,0,1,17,0
test_issue595,503042442,0.33,1,0,1,10,0
test_beam_parse,503042442,0.33,0,0,1,6,0
test_biluo_spans,503042442,0.33,0,0,1,8,0
test_roundtrip_offsets_biluo_conversion,503042442,0.33,0,0,1,8,0
test_issue1547,503042442,0.33,0,0,1,7,0
test_displacy_spans,503042442,0.33,0,0,1,5,0
test_displacy_parse_deps,503042442,0.33,0,0,1,20,0
test_displacy_parse_ents,503042442,0.33,0,0,1,7,0
test_displacy_render_wrapper,503042442,0.33,0,0,1,9,0
test_entity_ruler_existing_complex,503042442,0.4,0,0,1,9,0
test_entity_ruler_init,503042442,0.4,0,0,1,10,0
test_entity_ruler_existing_overwrite,503042442,0.4,0,0,1,8,0
test_entity_ruler_existing,503042442,0.4,0,0,1,7,0
test_issue3288,503042442,0.33,0,0,1,8,0
test_phrase_matcher_validation,503042442,0.33,0,0,1,17,0
test_phrase_matcher_string_attrs_negative,503042442,0.4,0,0,1,11,0
test_phrase_matcher_string_attrs,503042442,0.4,0,0,1,14,0
test_phrase_matcher_bool_attrs,503042442,0.4,0,0,1,16,0
test_matcher_phrase_matcher,503042442,0.4,0,0,1,5,0
test_get_oracle_moves,503042442,0.33,0,0,1,5,0
test_get_oracle_moves_negative_entities,503042442,0.33,0,0,1,9,0
test_get_oracle_moves_negative_entities2,503042442,0.33,0,0,1,7,0
test_get_oracle_moves_negative_O,503042442,0.33,0,0,1,7,0
test_serialize_custom_tokenizer,503042442,0.38,0,0,1,5,1
test_underscore_raises_for_dup,503042442,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,503042442,0.38,0,0,1,6,1
test_vocab_lexeme_add_flag_auto_id,503042442,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_disk,503042442,0.38,0,0,1,9,1
test_to_from_bytes,503042442,0.38,0,0,1,7,1
test_serialize_parser_roundtrip_bytes,503042442,0.38,0,0,1,6,0
test_serialize_tensorizer_roundtrip_disk,503042442,0.38,0,0,1,7,0
test_serialize_tensorizer_roundtrip_bytes,503042442,0.38,0,0,1,5,1
test_serialize_tagger_roundtrip_disk,503042442,0.38,0,0,1,9,1
test_tokenizer_handles_single_word,628153079,0.38,0,0,0,2,1
test_las_per_type,628153079,0.33,1,0,0,41,0
test_ner_per_type,628153079,0.5,1,0,0,46,0
test_en_customized_tokenizer_handles_rules_property,628153079,0.33,1,0,0,26,0
test_language_evaluate,628153079,0.5,1,0,0,15,0
test_evaluate_no_pipe,628153079,0.33,1,0,0,9,0
test_vocab_lexeme_add_flag_provided_id,628153079,0.38,0,0,0,6,1
test_underscore_raises_for_dup,628153079,0.38,0,0,0,3,1
test_serialize_parser_roundtrip_disk,628153079,0.38,0,0,0,11,1
test_serialize_sentencerecognizer,628153079,0.38,0,0,0,4,1
test_serialize_tensorizer_roundtrip_disk,628153079,0.38,0,0,0,9,1
test_serialize_tagger_roundtrip_disk,628153079,0.38,0,0,0,9,1
test_doc_add_entities_set_ents_iob,628153079,0.38,0,0,0,11,1
test_ents_reset,628153079,0.38,0,0,0,8,1
test_matcher_schema_token_attributes,628153079,0.38,0,1,0,6,1
test_vocab_lexeme_add_flag_auto_id,628153079,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,628153079,0.38,0,0,0,5,1
test_issue595,503212740,0.2,1,0,0,10,0
test_de_extended_chunk,503212740,0.33,1,0,0,13,0
test_de_parser_noun_chunks_standard_de,503212740,0.33,1,0,0,12,0
test_underscore_raises_for_dup,503212740,0.38,0,0,0,3,1
test_add_morphology_with_int_ids,503212740,0.33,1,0,0,1,0
test_add_morphology_with_mix_strings_and_ints,503212740,0.33,1,0,0,1,0
test_lang_initialize,503212740,0.33,1,0,0,6,0
test_vocab_lexeme_add_flag_provided_id,503212740,0.38,0,0,0,6,1
test_vocab_lexeme_add_flag_auto_id,503212740,0.38,0,0,0,7,1
test_doc_retokenize_spans_entity_merge,503212740,0.2,1,0,0,18,0
test_doc_add_entities_set_ents_iob,503212740,0.38,0,0,0,10,1
test_issue1387,503212740,0.2,1,0,0,10,0
test_displacy_spans,503212740,0.38,0,0,0,5,1
test_tokenizer_handles_single_word,503212740,0.38,0,0,0,2,1
test_serialize_parser_roundtrip_disk,503212740,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,503212740,0.38,0,0,0,7,1
test_serialize_tensorizer_roundtrip_bytes,503212740,0.38,0,0,0,5,1
test_serialize_parser_roundtrip_bytes,503212740,0.38,0,0,0,6,1
test_serialize_tagger_roundtrip_disk,503212740,0.38,0,0,0,9,1
test_to_from_bytes,503212740,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,503212740,0.38,0,0,0,5,1
test_tokenizer_handles_single_word,628155414,0.38,0,0,1,2,1
test_underscore_raises_for_dup,628155414,0.38,0,0,1,3,1
test_las_per_type,628155414,0.25,0,0,1,41,0
test_ner_per_type,628155414,0.4,0,0,1,46,0
test_en_customized_tokenizer_handles_rules_property,628155414,0.25,0,0,1,26,0
test_vocab_lexeme_add_flag_auto_id,628155414,0.38,0,0,1,7,1
test_serialize_custom_tokenizer,628155414,0.38,0,0,1,5,1
test_evaluate_no_pipe,628155414,0.25,0,0,1,9,0
test_language_evaluate,628155414,0.4,0,0,1,15,0
test_doc_add_entities_set_ents_iob,628155414,0.38,0,0,1,11,1
test_ents_reset,628155414,0.38,0,0,1,8,1
test_matcher_schema_token_attributes,628155414,0.38,0,1,1,6,1
test_vocab_lexeme_add_flag_provided_id,628155414,0.38,0,0,1,6,1
test_serialize_tensorizer_roundtrip_disk,628155414,0.38,0,0,1,9,0
test_serialize_tagger_roundtrip_disk,628155414,0.38,0,0,1,9,1
test_serialize_sentencerecognizer,628155414,0.38,0,0,1,4,1
test_serialize_parser_roundtrip_disk,628155414,0.38,0,0,1,11,1
test_vocab_lexeme_add_flag_auto_id,504446491,0.38,0,0,0,7,1
test_en_parser_noun_chunks_dative,504446491,0.33,0,0,0,13,0
test_tokenizer_handles_single_word,504446491,0.38,0,0,0,2,1
test_underscore_raises_for_dup,504446491,0.38,0,0,0,3,1
test_doc_add_entities_set_ents_iob,504446491,0.38,0,0,0,11,1
test_serialize_custom_tokenizer,504446491,0.38,0,0,0,5,1
test_displacy_spans,504446491,0.38,0,0,0,5,1
test_vocab_lexeme_add_flag_provided_id,504446491,0.38,0,0,0,6,1
test_serialize_parser_roundtrip_disk,504446491,0.38,0,0,0,11,1
test_serialize_pipe_exclude,504446491,0.38,0,0,0,17,1
test_to_from_bytes,504446491,0.38,0,0,0,7,1
test_serialize_tagger_roundtrip_disk,504446491,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,504446491,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_bytes,504446491,0.38,0,0,0,5,1
test_serialize_tensorizer_roundtrip_disk,504446491,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_auto_id,557247828,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_provided_id,557247828,0.38,0,0,0,6,1
test_doc_add_entities_set_ents_iob,557247828,0.38,0,0,0,10,1
test_serialize_custom_tokenizer,557247828,0.38,0,0,0,5,1
test_lt_tokenizer_handles_long_text,557247828,0.33,1,0,0,5,0
test_serialize_tagger_roundtrip_disk,557247828,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_disk,557247828,0.38,0,0,0,11,1
test_serialize_pipe_exclude,557247828,0.38,0,0,0,17,1
test_serialize_tensorizer_roundtrip_disk,557247828,0.38,0,0,0,7,1
test_serialize_parser_roundtrip_bytes,557247828,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_bytes,557247828,0.38,0,0,0,5,1
test_to_from_bytes,557247828,0.38,0,0,0,7,1
test_tokenizer_handles_single_word,557247828,0.38,0,0,0,2,1
test_underscore_raises_for_dup,557247828,0.38,0,0,0,3,1
test_vocab_lexeme_add_flag_auto_id,557913789,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,557913789,0.38,0,0,0,5,1
test_serialize_tensorizer_roundtrip_bytes,557913789,0.38,0,0,0,5,1
test_serialize_tagger_roundtrip_disk,557913789,0.38,0,0,0,9,1
test_serialize_pipe_exclude,557913789,0.38,0,0,0,17,1
test_serialize_parser_roundtrip_bytes,557913789,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_disk,557913789,0.38,0,0,0,7,1
test_serialize_parser_roundtrip_disk,557913789,0.38,0,0,0,11,1
test_to_from_bytes,557913789,0.38,0,0,0,7,1
test_vocab_api_symbols,557913789,0.33,0,0,0,1,0
test_underscore_raises_for_dup,557913789,0.38,0,0,0,3,1
test_tokenizer_handles_single_word,557913789,0.38,0,0,0,2,1
test_doc_add_entities_set_ents_iob,557913789,0.38,0,0,0,10,1
test_vocab_lexeme_add_flag_provided_id,557913789,0.38,0,0,0,6,1
test_issue1727,578505918,0.43,1,0,0,13,0
test_issue3209,578505918,0.19,1,0,0,15,0
test_issue3289,578505918,0.33,1,0,0,8,0
test_vocab_lexeme_add_flag_auto_id,578505918,0.38,0,0,0,7,1
test_vocab_lexeme_add_flag_provided_id,578505918,0.38,0,0,0,6,1
test_serialize_custom_tokenizer,578505918,0.33,1,0,0,5,0
test_serialize_language_meta_disk,578505918,0.4,1,0,0,5,0
test_serialize_language_exclude,578505918,0.33,1,0,0,13,0
test_issue4133,578505918,0.33,1,0,0,17,0
test_add_label_deserializes_correctly,578505918,0.33,1,0,0,9,0
test_doc_add_entities_set_ents_iob,578505918,0.38,0,0,0,11,1
test_issue2482,578505918,0.5,1,0,0,5,0
test_issue2179,578505918,0.16,1,0,0,11,0
test_entity_ruler_in_pipeline_from_issue,578505918,0.33,1,0,0,13,0
test_serialize_tensorizer_roundtrip_disk,578505918,0.4,1,0,0,7,0
test_serialize_parser_roundtrip_disk,578505918,0.5,1,0,0,11,0
test_serialize_tagger_roundtrip_disk,578505918,0.4,1,0,0,9,0
test_serialize_parser_roundtrip_bytes,578505918,0.5,1,0,0,6,0
test_serialize_pipe_exclude,578505918,0.33,1,0,0,17,0
test_serialize_tensorizer_roundtrip_bytes,578505918,0.4,1,0,0,5,0
test_to_from_bytes,578505918,0.5,1,0,0,7,0
test_tokenizer_handles_single_word,578505918,0.38,0,0,0,2,1
test_underscore_raises_for_dup,578505918,0.38,0,0,0,3,1
test_issue4054,578505918,0.33,1,0,0,18,0
test_serialize_vocab_roundtrip_bytes,578505918,0.33,1,0,0,14,0
test_deserialize_vocab_seen_entries,578505918,0.33,1,0,0,5,0
test_serialize_vocab_roundtrip_disk,578505918,0.4,1,0,0,15,0
test_serialize_vocab,578505918,0.33,1,0,0,4,0
test_serialize_vocab_lex_attrs_bytes,578505918,0.33,1,0,0,7,0
test_serialize_vocab_lex_attrs_disk,578505918,0.4,1,0,0,10,0
test_doc_retokenize_spans_entity_merge,574844217,0.29,1,0,0,18,0
test_issue3009,574844217,0.44,1,0,0,26,0
test_displacy_parse_deps,574844217,0.4,0,0,0,20,0
test_doc_add_entities_set_ents_iob,574844217,0.38,0,0,0,11,1
test_underscore_raises_for_dup,574844217,0.38,0,0,0,3,1
test_tokenizer_handles_single_word,574844217,0.38,0,0,0,2,1
test_vocab_lexeme_add_flag_provided_id,574844217,0.38,0,0,0,6,1
test_vocab_lexeme_add_flag_auto_id,574844217,0.38,0,0,0,7,1
test_serialize_tensorizer_roundtrip_bytes,574844217,0.38,0,0,0,5,1
test_serialize_pipe_exclude,574844217,0.38,0,0,0,17,1
test_serialize_parser_roundtrip_disk,574844217,0.38,0,0,0,11,1
test_serialize_tagger_roundtrip_disk,574844217,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,574844217,0.38,0,0,0,6,1
test_serialize_tensorizer_roundtrip_disk,574844217,0.38,0,0,0,7,1
test_to_from_bytes,574844217,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,574844217,0.38,0,0,0,5,1
test_underscore_raises_for_dup,576529032,0.38,0,0,0,3,1
test_displacy_parse_deps,576529032,0.37,0,0,0,20,0
test_issue3009,576529032,0.41,0,0,0,26,0
test_doc_retokenize_spans_entity_merge,576529032,0.3,1,0,0,18,0
test_vocab_lexeme_add_flag_auto_id,576529032,0.38,0,0,0,7,1
test_doc_add_entities_set_ents_iob,576529032,0.38,0,0,0,10,1
test_serialize_parser_roundtrip_bytes,576529032,0.38,0,0,0,6,1
test_serialize_pipe_exclude,576529032,0.38,0,0,0,17,1
test_serialize_tensorizer_roundtrip_disk,576529032,0.38,0,0,0,7,1
test_serialize_parser_roundtrip_disk,576529032,0.38,0,0,0,11,1
test_serialize_tensorizer_roundtrip_bytes,576529032,0.38,0,0,0,5,1
test_to_from_bytes,576529032,0.38,0,0,0,7,1
test_serialize_tagger_roundtrip_disk,576529032,0.38,0,0,0,9,1
test_serialize_custom_tokenizer,576529032,0.38,0,0,0,5,1
test_tokenizer_handles_single_word,576529032,0.38,0,0,0,2,1
test_vocab_lexeme_add_flag_provided_id,576529032,0.38,0,0,0,6,1
test_underscore_raises_for_dup,586706422,0.38,0,0,0,3,1
test_matcher_schema_token_attributes,586706422,0.38,0,1,0,6,1
test_doc_add_entities_set_ents_iob,586706422,0.27,0,0,0,10,1
test_ents_reset,586706422,0.38,0,0,0,8,1
test_vocab_lexeme_add_flag_auto_id,586706422,0.38,0,0,0,7,1
test_tokenizer_handles_single_word,586706422,0.38,0,0,0,2,1
test_vocab_lexeme_add_flag_provided_id,586706422,0.38,0,0,0,6,1
test_serialize_custom_tokenizer,586706422,0.38,0,0,0,5,1
test_serialize_tagger_roundtrip_disk,586706422,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,586706422,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_disk,586706422,0.38,0,0,0,11,1
test_displacy_spans,504315678,0.38,0,0,0,5,1
test_doc_array_to_from_string_attrs,504315678,0.33,0,0,0,6,0
test_underscore_raises_for_dup,504315678,0.38,0,0,0,3,1
test_vocab_lexeme_add_flag_provided_id,504315678,0.38,0,0,0,6,1
test_vocab_lexeme_add_flag_auto_id,504315678,0.38,0,0,0,7,1
test_serialize_custom_tokenizer,504315678,0.38,0,0,0,5,1
test_tokenizer_handles_single_word,504315678,0.38,0,0,0,2,1
test_doc_add_entities_set_ents_iob,504315678,0.38,0,0,0,11,1
test_serialize_parser_roundtrip_disk,504315678,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_bytes,504315678,0.38,0,0,0,5,1
test_serialize_tensorizer_roundtrip_disk,504315678,0.38,0,0,0,7,1
test_serialize_tagger_roundtrip_disk,504315678,0.38,0,0,0,9,1
test_serialize_parser_roundtrip_bytes,504315678,0.38,0,0,0,6,1
test_to_from_bytes,504315678,0.38,0,0,0,7,1
test_tokenizer_handles_single_word,586969011,0.38,0,0,0,2,1
test_underscore_raises_for_dup,586969011,0.38,0,0,0,3,1
test_vocab_lexeme_add_flag_auto_id,586969011,0.38,0,0,0,7,1
test_matcher_schema_token_attributes,586969011,0.38,0,1,0,6,1
test_doc_add_entities_set_ents_iob,586969011,0.26,0,0,0,10,1
test_ents_reset,586969011,0.38,0,0,0,8,1
test_vocab_lexeme_add_flag_provided_id,586969011,0.38,0,0,0,6,1
test_serialize_parser_roundtrip_disk,586969011,0.38,0,0,0,11,1
test_serialize_tagger_roundtrip_disk,586969011,0.38,0,0,0,9,1
test_serialize_tensorizer_roundtrip_disk,586969011,0.38,0,0,0,9,1
test_serialize_custom_tokenizer,586969011,0.38,0,0,0,5,1
test_underscore_raises_for_dup,586711455,0.38,0,0,0,3,1
test_vocab_lexeme_add_flag_auto_id,586711455,0.38,0,0,0,7,1
test_tokenizer_handles_single_word,586711455,0.38,0,0,0,2,1
test_doc_add_entities_set_ents_iob,586711455,0.25,0,0,0,11,1
test_matcher_schema_token_attributes,586711455,0.38,0,1,0,6,1
test_serialize_custom_tokenizer,586711455,0.38,0,0,0,5,1
test_serialize_parser_roundtrip_disk,586711455,0.38,0,0,0,11,1
test_serialize_tensorizer_roundtrip_disk,586711455,0.38,0,0,0,9,1
test_serialize_tagger_roundtrip_disk,586711455,0.38,0,0,0,9,1
test_vocab_lexeme_add_flag_provided_id,586711455,0.38,0,0,0,6,1
test_ents_reset,586711455,0.38,0,0,0,8,1
test_displacy_spans,504318120,0.38,0,0,1,5,1
test_tokenizer_handles_single_word,504318120,0.38,0,0,1,2,1
test_doc_add_entities_set_ents_iob,504318120,0.38,0,0,1,10,1
test_doc_array_to_from_string_attrs,504318120,0.25,0,0,1,6,0
test_vocab_lexeme_add_flag_auto_id,504318120,0.38,0,0,1,7,1
test_underscore_raises_for_dup,504318120,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,504318120,0.38,0,0,1,6,1
test_serialize_tensorizer_roundtrip_bytes,504318120,0.38,0,0,1,5,1
test_serialize_parser_roundtrip_disk,504318120,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,504318120,0.38,0,0,1,6,0
test_serialize_tagger_roundtrip_disk,504318120,0.38,0,0,1,9,1
test_to_from_bytes,504318120,0.38,0,0,1,7,1
test_serialize_tensorizer_roundtrip_disk,504318120,0.38,0,0,1,7,0
test_serialize_custom_tokenizer,504318120,0.38,0,0,1,5,1
test_matcher_schema_token_attributes,603638220,0.38,0,1,2,6,1
test_ascii_filenames,603638220,0.38,0,0,2,6,0
test_underscore_raises_for_dup,603638220,0.38,0,0,2,3,1
test_align,603638220,0.33,1,0,2,5,0
test_tokenizer_handles_single_word,603638220,0.38,0,0,2,2,1
test_ents_reset,603638220,0.38,0,0,2,8,1
test_doc_add_entities_set_ents_iob,603638220,0.38,0,0,2,11,1
test_vocab_lexeme_add_flag_auto_id,603638220,0.38,0,0,2,7,1
test_vocab_lexeme_add_flag_provided_id,603638220,0.38,0,0,2,6,1
test_serialize_parser_roundtrip_disk,603638220,0.38,0,0,2,11,1
test_serialize_tagger_roundtrip_disk,603638220,0.38,0,0,2,9,1
test_serialize_tensorizer_roundtrip_disk,603638220,0.38,0,0,2,9,0
test_serialize_custom_tokenizer,603638220,0.38,0,0,2,5,1
test_issue3009,509420639,0.43,0,0,2,4,0
test_tokenizer_handles_single_word,509420639,0.38,0,0,2,2,1
test_underscore_raises_for_dup,509420639,0.38,0,0,2,3,1
test_vocab_lexeme_add_flag_provided_id,509420639,0.38,0,0,2,6,1
test_vocab_lexeme_add_flag_auto_id,509420639,0.38,0,0,2,7,1
test_doc_add_entities_set_ents_iob,509420639,0.38,0,0,2,10,1
test_serialize_tensorizer_roundtrip_bytes,509420639,0.38,0,0,2,5,1
test_serialize_parser_roundtrip_bytes,509420639,0.38,0,0,2,6,0
test_serialize_tensorizer_roundtrip_disk,509420639,0.38,0,0,2,7,0
test_serialize_tagger_roundtrip_disk,509420639,0.38,0,0,2,9,1
test_serialize_pipe_exclude,509420639,0.38,0,0,2,17,1
test_serialize_parser_roundtrip_disk,509420639,0.38,0,0,2,11,1
test_to_from_bytes,509420639,0.38,0,0,2,7,1
test_serialize_custom_tokenizer,509420639,0.38,0,0,2,5,1
test_doc_retokenize_spans_entity_merge,576528847,0.27,0,0,1,18,0
test_vocab_lexeme_add_flag_auto_id,576528847,0.38,0,0,1,7,1
test_serialize_tagger_roundtrip_disk,576528847,0.38,0,0,1,9,1
test_serialize_parser_roundtrip_bytes,576528847,0.38,0,0,1,6,0
test_to_from_bytes,576528847,0.38,0,0,1,7,1
test_serialize_pipe_exclude,576528847,0.38,0,0,1,17,1
test_serialize_parser_roundtrip_disk,576528847,0.38,0,0,1,11,1
test_serialize_tensorizer_roundtrip_bytes,576528847,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_disk,576528847,0.38,0,0,1,7,0
test_doc_add_entities_set_ents_iob,576528847,0.38,0,0,1,11,1
test_displacy_parse_deps,576528847,0.33,0,0,1,20,0
test_serialize_custom_tokenizer,576528847,0.38,0,0,1,5,1
test_issue3009,576528847,0.39,0,0,1,26,0
test_underscore_raises_for_dup,576528847,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_provided_id,576528847,0.38,0,0,1,6,1
test_tokenizer_handles_single_word,576528847,0.38,0,0,1,2,1
test_tokenizer_handles_single_word,576541781,0.38,0,0,1,2,1
test_underscore_raises_for_dup,576541781,0.38,0,0,1,3,1
test_vocab_lexeme_add_flag_auto_id,576541781,0.38,0,0,1,7,1
test_doc_add_entities_set_ents_iob,576541781,0.38,0,0,1,10,1
test_displacy_parse_deps,576541781,0.27,1,0,1,20,0
test_vocab_lexeme_add_flag_provided_id,576541781,0.38,0,0,1,6,1
test_serialize_custom_tokenizer,576541781,0.38,0,0,1,5,1
test_serialize_tensorizer_roundtrip_bytes,576541781,0.38,0,0,1,5,1
test_to_from_bytes,576541781,0.38,0,0,1,7,1
